tag number,tag color,experiment,Log ID,deployment_dive,site,deployement date,latitude,longitude,depth,deployment row,deployment column,wood type,length,max diameter,min diameter,wood mass initial_kg,notes,collection_date,collection_set,collection_dive,weight_mass_final_kg
10,Yellow,wood_type,L-Y-10,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,1,4,Pinus elliottii,37.5,13.1,13,3.4,medium,2/17/20,set2,A5054,1.54
12,Yellow,wood_type,L-Y-12,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,8,2,Pinus elliottii,38.8,18.5,17.7,6.74,extralarge,2/17/20,set2,A5054,3.13
14,Yellow,wood_type,L-Y-14,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,7,6,Magnolia grandiflora,34.9,12.1,11.4,3.36,medium,2/17/20,set2,A5054,3.03
16,Yellow,wood_type,L-Y-16,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,1,1,Magnolia grandiflora,31.7,19.6,18.5,6.3,extralarge,2/17/20,set2,A5054,6.03
18,Yellow,wood_type,L-Y-18,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,3,2,Carya illinoiensis,22.4,16.4,16.3,3.28,medium,2/17/20,set2,A5054,2.27
20,Yellow,wood_type,L-Y-20,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,3,4,Carya illinoiensis,38.5,22.8,19.2,7.27,extralarge,2/17/20,set2,A5054,5.94
22,Yellow,wood_type,L-Y-22,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,1,5,Quercus alba,36.4,15.1,13.5,3.59,medium,2/17/20,set2,A5054,3.08
24,Yellow,wood_type,L-Y-24,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,3,6,Quercus alba,43.5,17.7,16.6,7.17,extralarge,2/17/20,set2,A5054,6.64
26,Yellow,wood_type,L-Y-26,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,7,4,Pinus echinata,43,14.4,13.9,3.66,medium,2/17/20,set2,A5054,2.19
28,Yellow,wood_type,L-Y-28,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,2,6,Pinus echinata,40.9,19.3,18.5,7.19,extralarge,2/17/20,set2,A5054,2.71
30,Yellow,wood_type,L-Y-30,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,2,5,Quercus rubra,45,11.9,11.9,3.5,medium,2/17/20,set2,A5054,2.67
32,Yellow,wood_type,L-Y-32,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,6,6,Quercus rubra,44,24,17.6,7.38,extralarge,2/17/20,set2,A5054,5.28
34,Yellow,wood_type,L-Y-34,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,6,3,Celtis laevigata,38.2,17.9,17.5,3.83,medium,2/17/20,set2,A5054,3.39
36,Yellow,wood_type,L-Y-36,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,5,6,Celtis laevigata,40.3,20.6,19,7.26,extralarge,2/17/20,set2,A5054,6.29
38,Yellow,wood_type,L-Y-38,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,5,4,Ulmus americana,29.8,14.4,13.5,3.78,medium,2/17/20,set2,A5054,3.01
40,Yellow,wood_type,L-Y-40,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,3,3,Ulmus americana,46.8,18.9,14.6,6.76,extralarge,2/17/20,set2,A5054,5.75
42,Yellow,wood_type,L-Y-42,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,7,3,Quercus virginiana,36.4,12.5,11.7,3.61,medium,2/17/20,set2,A5054,3
44,Yellow,wood_type,L-Y-44,GE5,WF4,5/30/17,28.81364194,87.82033444,1970,4,5,Quercus virginiana,41.8,15.3,15.1,7,extralarge,2/17/20,set2,A5054,5.19
